"controle";"tipo_ocorrencia";"base";"data_fato";"mês";"ano"
"69733291-2023";"MANDADO DE PRISÃO";"IPANEMA";2023-03-02 00:00:00;"mar";2023
"71102832-2023";"MANDADO DE PRISÃO";"NITERÓI";2023-03-02 00:00:00;"mar";2023
"32730951-2023";"VEÍCULO ADULTERADO";"CAMPOS";2023-03-02 00:00:00;"mar";2023
"84478941-2023";"FATO ATÍPICO";"COPACABANA";2023-03-02 00:00:00;"mar";2023
"51464381-2023";"MANDADO DE PRISÃO";"SEROPÉDICA";2023-03-02 00:00:00;"mar";2023
"15283721-2023";"MANDADO DE PRISÃO";"ITAGUAÍ";2023-03-02 00:00:00;"mar";2023
"13284801-2023";"AVERIGUAÇÃO EM SEDE POLICIAL";"SEROPÉDICA";2023-03-02 00:00:00;"mar";2023
"21977491-2023";"ROUBO A ESTABELECIMENTO COMERCIAL";"MACAÉ";2023-03-02 00:00:00;"mar";2023
"69254321-2023";"POSSE E USO";"CAMPOS";2023-03-02 00:00:00;"mar";2023
"87197732-2023";"POSSE E USO";"RECREIO";2023-03-02 00:00:00;"mar";2023
"30972531-2022";"POSSE E USO";"CAMPOS";2023-03-02 00:00:00;"mar";2022
"85151641-2023";"MANDADO DE PRISÃO";"CAMPOS";2023-03-02 00:00:00;"mar";2023
"86443841-2023";"FURTO A ESTABELECIMENTO COMERCIAL";"COPACABANA";2023-03-02 00:00:00;"mar";2023
"25423021-2023";"POSSE E USO";"BARRA DO PIRAÍ";2023-03-02 00:00:00;"mar";2023
"30959021-2023";"POSSE E USO";"RECREIO";2023-03-02 00:00:00;"mar";2023
"06120011-2023";"DESACATO";"MÉIER";2023-03-02 00:00:00;"mar";2023
"42646751-2023";"FURTO";"SÃO GONÇALO";2023-03-02 00:00:00;"mar";2023
"57380761-2023";"DESACATO";"SÃO GONÇALO";2023-03-02 00:00:00;"mar";2023
"13295261-2023";"DESOBEDIÊNCIA";"SÃO GONÇALO";2023-03-02 00:00:00;"mar";2023
"45995791-2023";"ROUBO DE VEÍCULO";"NITERÓI";2023-03-03 00:00:00;"mar";2023
"45995791-2023";"DESOBEDIÊNCIA";"NITERÓI";2023-03-03 00:00:00;"mar";2023
"30936081-2023";"ARMA DE FOGO";"JAPERI";2023-03-03 00:00:00;"mar";2023
"73486551-2023";"POSSE E USO";"CAMPOS";2023-03-03 00:00:00;"mar";2023
"04984771-2023";"LESÃO CORPORAL DOLOSA";"RECREIO";2023-03-03 00:00:00;"mar";2023
"33788211-2023";"APREENSÃO DE DROGAS";"JAPERI";2023-03-03 00:00:00;"mar";2023
"76002111-2023";"ADULTERAÇÃO DO SINAL IDENTIFICADOR DE VEÍCULO";"BARRA";2023-03-03 00:00:00;"mar";2023
"65609141-2023";"DANO";"CAXIAS";2023-03-03 00:00:00;"mar";2023
"32634751-2023";"POSSE E USO";"RECREIO";2023-03-03 00:00:00;"mar";2023
"93307981-2023";"LESÃO CORPORAL DOLOSA";"BOTAFOGO";2023-03-03 00:00:00;"mar";2023
"10106121-2023";"FURTO A ESTABELECIMENTO COMERCIAL";"CAXIAS";2023-03-03 00:00:00;"mar";2023
"87466971-2023";"LESÃO CORPORAL DOLOSA";"GRAJAÚ E VILA ISABEL";2023-03-03 00:00:00;"mar";2023
"05545411-2023";"POSSE E USO";"RECREIO";2023-03-03 00:00:00;"mar";2023
"21946321-2023";"RECEPTAÇÃO";"MACAÉ";2023-03-03 00:00:00;"mar";2023
"73654331-2023";"POSSE E USO";"RECREIO";2023-03-03 00:00:00;"mar";2023
"62675691-2023";"POSSE E USO";"RECREIO";2023-03-03 00:00:00;"mar";2023
"20420431-2023";"POSSE E USO";"MIGUEL PEREIRA";2023-03-03 00:00:00;"mar";2023
"35901831-2023";"EXTORSÃO";"NOVA IGUAÇU";2023-03-03 00:00:00;"mar";2023
"43061421-2022";"POSSE E USO";"CAMPOS";2023-03-03 00:00:00;"mar";2022
"90663881-2023";"APREENSÃO DE MATERIAL";"NITERÓI";2023-03-03 00:00:00;"mar";2023
"86347681-2023";"POSSE E USO";"MIGUEL COUTO";2023-03-03 00:00:00;"mar";2023
"34516251-2023";"FURTO";"BARRA";2023-03-03 00:00:00;"mar";2023
"53822551-2023";"POSSE E USO";"MIGUEL PEREIRA";2023-03-03 00:00:00;"mar";2023
"74035681-2023";"MANDADO DE PRISÃO";"NITERÓI";2023-03-04 00:00:00;"mar";2023
"62279021-2023";"FURTO DE BICICLETA";"BARRA";2023-03-04 00:00:00;"mar";2023
"68899311-2023";"FURTO A ESTABELECIMENTO COMERCIAL";"COPACABANA";2023-03-04 00:00:00;"mar";2023
"91861961-2023";"POSSE E USO";"RECREIO";2023-03-04 00:00:00;"mar";2023
"23740282-2023";"AMEAÇA";"BARRA";2023-03-04 00:00:00;"mar";2023
"22860091-2023";"POSSE E USO";"MIGUEL PEREIRA";2023-03-04 00:00:00;"mar";2023
"61664461-2023";"MANDADO DE PRISÃO";"PARACAMBI";2023-03-04 00:00:00;"mar";2023
"46728741-2023";"POSSE E USO";"LARANJEIRAS";2023-03-04 00:00:00;"mar";2023
"48127031-2023";"APREENSÃO DE MATERIAL";"BOTAFOGO";2023-03-04 00:00:00;"mar";2023
"72373261-2023";"RESISTÊNCIA";"BOTAFOGO";2023-03-04 00:00:00;"mar";2023
"95132671-2023";"APREENSÃO DE MATERIAL";"BOTAFOGO";2023-03-04 00:00:00;"mar";2023
"33978271-2023";"ROUBO A TRANSEUNTE";"COPACABANA";2023-03-04 00:00:00;"mar";2023
"25949111-2023";"FURTO";"CAMPOS";2023-03-04 00:00:00;"mar";2023
"08516921-2023";"FURTO A TRANSEUNTE";"BARRA";2023-03-04 00:00:00;"mar";2023
"48662861-2023";"POSSE E USO";"MACAÉ";2023-03-04 00:00:00;"mar";2023
"51853341-2023";"FURTO";"CAMPOS";2023-03-04 00:00:00;"mar";2023
"21740321-2023";"POSSE E USO";"SÃO GONÇALO";2023-03-04 00:00:00;"mar";2023
"00221661-2023";"FURTO A ESTABELECIMENTO COMERCIAL";"SÃO GONÇALO";2023-03-04 00:00:00;"mar";2023
"48923932-2023";"DESOBEDIÊNCIA";"SÃO GONÇALO";2023-03-04 00:00:00;"mar";2023
"67427981-2023";"FURTO";"SÃO GONÇALO";2023-03-05 00:00:00;"mar";2023
"38185241-2023";"INJÚRIA";"VOLTA REDONDA";2023-03-05 00:00:00;"mar";2023
"94349021-2023";"INJÚRIA";"LARANJEIRAS";2023-03-05 00:00:00;"mar";2023
"69384231-2023";"RECEPTAÇÃO";"CAXIAS";2023-03-05 00:00:00;"mar";2023
"94949701-2023";"POSSE E USO";"LARANJEIRAS";2023-03-05 00:00:00;"mar";2023
"68310631-2023";"DIREÇÃO PERIGOSA";"VOLTA REDONDA";2023-03-05 00:00:00;"mar";2023
"89626871-2023";"APREENSÃO DE VEÍCULOS";"BARRA";2023-03-05 00:00:00;"mar";2023
"64585931-2023";"RECUPERAÇÃO DE (CICLOMOTOR)";"IPANEMA";2023-03-06 00:00:00;"mar";2023
"19024791-2023";"MANDADO DE PRISÃO";"JAPERI";2023-03-06 00:00:00;"mar";2023
"51479662-2023";"MANDADO DE PRISÃO";"MÉIER";2023-03-06 00:00:00;"mar";2023
"16406071-2023";"POSSE E USO";"LAPA";2023-03-06 00:00:00;"mar";2023
"12430441-2023";"MARIA DA PENHA";"MIGUEL PEREIRA";2023-03-06 00:00:00;"mar";2023
"28326781-2023";"RECEPTAÇÃO";"MACAÉ";2023-03-06 00:00:00;"mar";2023
"21176501-2023";"POSSE E USO";"LARANJEIRAS";2023-03-06 00:00:00;"mar";2023
"38176971-2023";"DESACATO";"MIGUEL PEREIRA";2023-03-06 00:00:00;"mar";2023
"46638051-2023";"FURTO";"VOLTA REDONDA";2023-03-06 00:00:00;"mar";2023
"31560832-2023";"POSSE E USO";"MIGUEL PEREIRA";2023-03-06 00:00:00;"mar";2023
"39662701-2023";"POSSE E USO";"CAMPOS";2023-03-06 00:00:00;"mar";2023
"84898191-2023";"POSSE E USO";"BARRA DO PIRAÍ";2023-03-06 00:00:00;"mar";2023
"65867601-2023";"ROUBO A TRANSEUNTE";"CAMPOS";2023-03-06 00:00:00;"mar";2023
"39046561-2023";"POSSE E USO";"RECREIO";2023-03-06 00:00:00;"mar";2023
"41564261-2023";"POSSE E USO";"CAMPOS";2023-03-06 00:00:00;"mar";2023
"74235531-2023";"POSSE E USO";"VOLTA REDONDA";2023-03-06 00:00:00;"mar";2023
"86917441-2023";"BUSCA E APREENSÃO DE MENOR";"LAPA";2023-03-06 00:00:00;"mar";2023
"31143831-2023";"APREENSÃO DE MATERIAL";"SÃO GONÇALO";2023-03-06 00:00:00;"mar";2023
"29457611-2023";"MANDADO DE PRISÃO";"AUSTIN";2023-03-07 00:00:00;"mar";2023
"17991971-2023";"MANDADO DE PRISÃO";"SÃO GONÇALO";2023-03-07 00:00:00;"mar";2023
"73961471-2023";"FURTO";"LAPA";2023-03-07 00:00:00;"mar";2023
"52929161-2023";"POSSE E USO";"RECREIO";2023-03-07 00:00:00;"mar";2023
"69636961-2023";"RECEPTAÇÃO";"TERESÓPOLIS";2023-03-07 00:00:00;"mar";2023
"92131791-2023";"POSSE E USO";"JAPERI";2023-03-07 00:00:00;"mar";2023
"09206851-2023";"MANDADO DE PRISÃO";"MIGUEL PEREIRA";2023-03-07 00:00:00;"mar";2023
"28034561-2023";"DESACATO";"CAMPOS";2023-03-07 00:00:00;"mar";2023
"38414241-2023";"FURTO A ESTABELECIMENTO COMERCIAL";"COPACABANA";2023-03-07 00:00:00;"mar";2023
"84282691-2023";"FURTO A ESTABELECIMENTO COMERCIAL";"GRAJAÚ E VILA ISABEL";2023-03-07 00:00:00;"mar";2023
"41571631-2023";"ARMA DE FOGO";"MIGUEL PEREIRA";2023-03-07 00:00:00;"mar";2023
"76227561-2023";"FURTO A ESTABELECIMENTO COMERCIAL";"SÃO GONÇALO";2023-03-07 00:00:00;"mar";2023
"67067721-2023";"APREENSÃO DE MATERIAL";"CAMPOS";2023-03-07 00:00:00;"mar";2023
"01810051-2023";"APREENSÃO DE MATERIAL";"ITAGUAÍ";2023-03-07 00:00:00;"mar";2023
"57382451-2023";"POSSE E USO";"CAMPOS";2023-03-07 00:00:00;"mar";2023
"38066741-2023";"APREENSÃO DE VEÍCULOS";"CAXIAS";2023-03-07 00:00:00;"mar";2023
"07574031-2023";"APREENSÃO DE CELULAR";"CAMPOS";2023-03-07 00:00:00;"mar";2023
"36096341-2023";"POSSE E USO";"LAPA";2023-03-07 00:00:00;"mar";2023
"95042611-2023";"MANDADO DE PRISÃO";"NITERÓI";2023-03-08 00:00:00;"mar";2023
"09092131-2023";"MANDADO DE PRISÃO";"LAPA";2023-03-08 00:00:00;"mar";2023
"34856661-2023";"LESÃO CORPORAL DOLOSA";"BARRA DO PIRAÍ";2023-03-08 00:00:00;"mar";2023
"05779161-2023";"DESACATO";"MACAÉ";2023-03-08 00:00:00;"mar";2023
"37373352-2023";"FURTO A ESTABELECIMENTO COMERCIAL";"MACAÉ";2023-03-08 00:00:00;"mar";2023
"45420551-2023";"POSSE E USO";"CAMPOS";2023-03-08 00:00:00;"mar";2023
"20670381-2023";"POSSE E USO";"RECREIO";2023-03-08 00:00:00;"mar";2023
"57642921-2023";"POSSE E USO";"BARRA DO PIRAÍ";2023-03-08 00:00:00;"mar";2023
"40860201-2023";"POSSE E USO";"CAMPOS";2023-03-08 00:00:00;"mar";2023
"66436651-2023";"POSSE E USO";"VOLTA REDONDA";2023-03-08 00:00:00;"mar";2023
"51654801-2023";"POSSE E USO";"SEROPÉDICA";2023-03-08 00:00:00;"mar";2023
"70361441-2023";"RECEPTAÇÃO";"CAMPOS";2023-03-08 00:00:00;"mar";2023
"08503841-2023";"POSSE E USO";"CAMPOS";2023-03-08 00:00:00;"mar";2023
"16824171-2023";"POSSE E USO";"CAMPOS";2023-03-08 00:00:00;"mar";2023
"63331891-2023";"CONTRAVENÇÃO";"COPACABANA";2023-03-08 00:00:00;"mar";2023
"31867011-2023";"MANDADO DE PRISÃO";"ITAGUAÍ";2023-03-09 00:00:00;"mar";2023
"81705581-2023";"MANDADO DE PRISÃO";"NITERÓI";2023-03-09 00:00:00;"mar";2023
"90821341-2023";"BUSCA E APREENSÃO DE MENOR";"COPACABANA";2023-03-09 00:00:00;"mar";2023
"16906562-2023";"APREENSÃO DE MATERIAL";"CAMPOS";2023-03-09 00:00:00;"mar";2023
"75846861-2023";"FURTO";"NOVA IGUAÇU";2023-03-09 00:00:00;"mar";2023
"29088691-2023";"MANDADO DE PRISÃO";"RECREIO";2023-03-09 00:00:00;"mar";2023
"01705501-2023";"ARMA DE FOGO";"CAMPOS";2023-03-09 00:00:00;"mar";2023
"07579531-2023";"POSSE E USO";"CAMPOS";2023-03-09 00:00:00;"mar";2023
"45436001-2023";"INJÚRIA";"BANGU";2023-03-09 00:00:00;"mar";2023
"38642741-2023";"POSSE E USO";"CAMPOS";2023-03-09 00:00:00;"mar";2023
"29984932-2023";"POSSE E USO";"RECREIO";2023-03-09 00:00:00;"mar";2023
"12333202-2023";"INJÚRIA";"BANGU";2023-03-09 00:00:00;"mar";2023
"17521431-2023";"FURTO";"CENTRO";2023-03-09 00:00:00;"mar";2023
"80924221-2023";"RECEPTAÇÃO";"MIGUEL COUTO";2023-03-09 00:00:00;"mar";2023
"74247421-2023";"LESÃO CORPORAL DOLOSA";"LARANJEIRAS";2023-03-09 00:00:00;"mar";2023
"84967791-2023";"MANDADO DE PRISÃO";"NOVA IGUAÇU";2023-03-09 00:00:00;"mar";2023
"15233231-2023";"ESTELIONATO";"CENTRO";2023-03-09 00:00:00;"mar";2023
"34218801-2023";"APREENSÃO DE MATERIAL";"BOTAFOGO";2023-03-09 00:00:00;"mar";2023
"68647671-2023";"INJÚRIA";"TERESÓPOLIS";2023-03-09 00:00:00;"mar";2023
"22036411-2023";"AMEAÇA";"LARANJEIRAS";2023-03-09 00:00:00;"mar";2023
"12798591-2023";"FURTO";"CENTRO";2023-03-09 00:00:00;"mar";2023
"25073601-2023";"RECUPERAÇÃO DE VEÍCULO";"SÃO GONÇALO";2023-03-09 00:00:00;"mar";2023
"34462821-2023";"FURTO A TRANSEUNTE";"SÃO GONÇALO";2023-03-09 00:00:00;"mar";2023
"72896191-2023";"DESOBEDIÊNCIA";"SÃO GONÇALO";2023-03-09 00:00:00;"mar";2023
"89770911-2023";"DIREÇÃO PERIGOSA";"SÃO GONÇALO";2023-03-09 00:00:00;"mar";2023
"24303141-2023";"RECUPERAÇÃO DE MOTO";"ITABORAÍ";2023-03-10 00:00:00;"mar";2023
"50340591-2023";"MANDADO DE PRISÃO";"MÉIER";2023-03-10 00:00:00;"mar";2023
"43469011-2023";"POSSE E USO";"CAMPOS";2023-03-10 00:00:00;"mar";2023
"70908141-2023";"FURTO A ESTABELECIMENTO COMERCIAL";"CAXIAS";2023-03-10 00:00:00;"mar";2023
"20785631-2023";"BUSCA E APREENSÃO DE MENOR";"RECREIO";2023-03-10 00:00:00;"mar";2023
"14768201-2023";"MANDADO DE PRISÃO";"PARACAMBI";2023-03-10 00:00:00;"mar";2023
"11733321-2023";"FURTO";"BARRA";2023-03-10 00:00:00;"mar";2023
"60979411-2023";"POSSE E USO";"CAMPOS";2023-03-10 00:00:00;"mar";2023
"82352332-2023";"POSSE E USO";"MACAÉ";2023-03-10 00:00:00;"mar";2023
"75991251-2023";"APREENSÃO DE CELULAR";"CAMPOS";2023-03-10 00:00:00;"mar";2023
"42559201-2023";"MANDADO DE PRISÃO";"MACAÉ";2023-03-10 00:00:00;"mar";2023
"70864291-2023";"FURTO DE BICICLETA";"VOLTA REDONDA";2023-03-10 00:00:00;"mar";2023
"37808641-2023";"CAPTURA DE EVADIDO";"JAPERI";2023-03-11 00:00:00;"mar";2023
"83122701-2023";"POSSE E USO";"RECREIO";2023-03-11 00:00:00;"mar";2023
NA;"POSSE E USO";"CAMPOS";2023-03-11 00:00:00;"mar";NA
"36615911-2023";"POSSE E USO";"CAMPOS";2023-03-11 00:00:00;"mar";2023
"93211171-2023";"MANDADO DE PRISÃO";"SEROPÉDICA";2023-03-11 00:00:00;"mar";2023
"18415311-2023";"FURTO";"BARRA";2023-03-11 00:00:00;"mar";2023
"50481221-2023";"DIREÇÃO PERIGOSA";"MACAÉ";2023-03-11 00:00:00;"mar";2023
"28397441-2023";"MANDADO DE PRISÃO";"PARACAMBI";2023-03-11 00:00:00;"mar";2023
"26643631-2023";"POSSE E USO";"CAMPOS";2023-03-11 00:00:00;"mar";2023
"89221391-2023";"RECUPERAÇÃO DE VEÍCULO";"CAXIAS";2023-03-11 00:00:00;"mar";2023
"25465132-2023";"POSSE E USO";"CAMPOS";2023-03-11 00:00:00;"mar";2023
"51102281-2023";"POSSE E USO";"CAMPOS";2023-03-11 00:00:00;"mar";2023
NA;"POSSE E USO";"CAMPOS";2023-03-11 00:00:00;"mar";NA
"86511981-2023";"INJÚRIA";"LARANJEIRAS";2023-03-12 00:00:00;"mar";2023
"94338151-2023";"INJÚRIA";"LARANJEIRAS";2023-03-12 00:00:00;"mar";2023
"81767511-2023";"DIREÇÃO PERIGOSA";"MIGUEL COUTO";2023-03-12 00:00:00;"mar";2023
"99300401-2023";"POSSE E USO";"BARRA DO PIRAÍ";2023-03-12 00:00:00;"mar";2023
"14841211-2023";"POSSE E USO";"CAMPOS";2023-03-12 00:00:00;"mar";2023
"30331881-2023";"POSSE E USO";"RECREIO";2023-03-12 00:00:00;"mar";2023
"05608861-2023";"DESACATO";"BARRA";2023-03-12 00:00:00;"mar";2023
"94293141-2023";"MANDADO DE PRISÃO";"SÃO GONÇALO";2023-03-12 00:00:00;"mar";2023
"55095742-2023";"POSSE E USO";"BARRA DO PIRAÍ";2023-03-12 00:00:00;"mar";2023
"64789731-2023";"POSSE E USO";"CAMPOS";2023-03-12 00:00:00;"mar";2023
"39580821-2023";"LESÃO CORPORAL DOLOSA";"COPACABANA";2023-03-12 00:00:00;"mar";2023
"82147741-2023";"ROUBO A TRANSEUNTE";"BARRA";2023-03-12 00:00:00;"mar";2023
"17911041-2023";"MANDADO DE PRISÃO";"SÃO GONÇALO";2023-03-12 00:00:00;"mar";2023
"93820131-2023";"DESACATO";"IPANEMA";2023-03-13 00:00:00;"mar";2023
"74818091-2023";"BUSCA E APREENSÃO DE MENOR";"LEBLON";2023-03-13 00:00:00;"mar";2023
"66398741-2023";"MANDADO DE PRISÃO";"LEBLON";2023-03-13 00:00:00;"mar";2023
"73254921-2023";"FURTO A TRANSEUNTE";"LEBLON";2023-03-13 00:00:00;"mar";2023
"88686152-2023";"FURTO A TRANSEUNTE";"LEBLON";2023-03-13 00:00:00;"mar";2023
"25594291-2023";"DESACATO";"COPACABANA";2023-03-13 00:00:00;"mar";2023
"15223791-2023";"POSSE E USO";"CAMPOS";2023-03-13 00:00:00;"mar";2023
"49338881-2023";"POSSE E USO";"MIGUEL PEREIRA";2023-03-13 00:00:00;"mar";2023
"98810361-2023";"FURTO DE CELULAR";"BARRA";2023-03-13 00:00:00;"mar";2023
"16792351-2023";"POSSE E USO";"RECREIO";2023-03-13 00:00:00;"mar";2023
"51803871-2023";"FURTO";"CAMPOS";2023-03-13 00:00:00;"mar";2023
"21274801-2023";"FURTO DE VEÍCULOS";"CAXIAS";2023-03-13 00:00:00;"mar";2023
"25115091-2023";"POSSE E USO";"TERESÓPOLIS";2023-03-13 00:00:00;"mar";2023
"03281041-2023";"APREENSÃO DE MATERIAL";"IPANEMA";2023-03-14 00:00:00;"mar";2023
"11640531-2023";"POSSE E USO";"CAMPOS";2023-03-14 00:00:00;"mar";2023
"58103641-2023";"FURTO A ESTABELECIMENTO COMERCIAL";"NOVA IGUAÇU";2023-03-14 00:00:00;"mar";2023
"01463611-2023";"POSSE E USO";"BARRA DO PIRAÍ";2023-03-14 00:00:00;"mar";2023
"11013851-2023";"MANDADO DE PRISÃO";"SEROPÉDICA";2023-03-14 00:00:00;"mar";2023
"92878721-2023";"POSSE E USO";"CAMPOS";2023-03-14 00:00:00;"mar";2023
"10312471-2023";"POSSE E USO";"RECREIO";2023-03-14 00:00:00;"mar";2023
"61829811-2023";"INJÚRIA";"NOVA IGUAÇU";2023-03-14 00:00:00;"mar";2023
"42120761-2023";"VIAS DE FATO";"CAXIAS";2023-03-14 00:00:00;"mar";2023
"72481761-2023";"FURTO A ESTABELECIMENTO COMERCIAL";"NOVA IGUAÇU";2023-03-14 00:00:00;"mar";2023
"33138602-2023";"FURTO QUALIFICADO";"SÃO GONÇALO";2023-03-14 00:00:00;"mar";2023
"26741971-2023";"POSSE E USO";"TRÊS RIOS";2023-03-15 00:00:00;"mar";2023
"11202981-2023";"FURTO";"NITERÓI";2023-03-15 00:00:00;"mar";2023
"19643031-2023";"ROUBO";"NITERÓI";2023-03-15 00:00:00;"mar";2023
"83757821-2023";"DESACATO";"MÉIER";2023-03-15 00:00:00;"mar";2023
"78967751-2023";"RECEPTAÇÃO";"MÉIER";2023-03-15 00:00:00;"mar";2023
"53234281-2023";"ADULTERAÇÃO DO SINAL IDENTIFICADOR DE VEÍCULO";"MAGÉ E PIABETÁ";2023-03-15 00:00:00;"mar";2023
"30641391-2023";"TRÁFICO DE DROGAS";"MAGÉ E PIABETÁ";2023-03-15 00:00:00;"mar";2023
"62023791-2023";"FURTO";"LEBLON";2023-03-15 00:00:00;"mar";2023
"50817521-2023";"POSSE E USO";"BARRA";2023-03-15 00:00:00;"mar";2023
"77882622-2023";"POSSE E USO";"CAMPOS";2023-03-15 00:00:00;"mar";2023
"85939321-2023";"RECEPTAÇÃO";"NOVA IGUAÇU";2023-03-15 00:00:00;"mar";2023
"26040041-2023";"APREENSÃO DE CELULAR";"COPACABANA";2023-03-15 00:00:00;"mar";2023
"78778171-2023";"POSSE E USO";"CAXIAS";2023-03-15 00:00:00;"mar";2023
"22673891-2023";"DESACATO";"CENTRO";2023-03-15 00:00:00;"mar";2023
"56156731-2023";"FURTO A ESTABELECIMENTO COMERCIAL";"NOVA IGUAÇU";2023-03-15 00:00:00;"mar";2023
"47104401-2023";"POSSE E USO";"COPACABANA";2023-03-15 00:00:00;"mar";2023
"74503921-2023";"POSSE E USO";"BARRA";2023-03-15 00:00:00;"mar";2023
"97772491-2023";"POSSE E USO";"CAMPOS";2023-03-15 00:00:00;"mar";2023
"35014641-2023";"FURTO A ESTABELECIMENTO COMERCIAL";"NOVA IGUAÇU";2023-03-15 00:00:00;"mar";2023
"86187291-2023";"POSSE E USO";"RECREIO";2023-03-15 00:00:00;"mar";2023
"26342601-2023";"ESTELIONATO";"BOTAFOGO";2023-03-15 00:00:00;"mar";2023
"95253971-2023";"APREENSÃO DE VEÍCULOS";"MACAÉ";2023-03-15 00:00:00;"mar";2023
"40226341-2023";"TRÁFICO DE DROGAS";"CAMPOS";2023-03-15 00:00:00;"mar";2023
"12741991-2023";"POSSE E USO";"BARRA";2023-03-15 00:00:00;"mar";2023
"97569991-2023";"AMEAÇA";"PARACAMBI";2023-03-15 00:00:00;"mar";2023
"68602891-2023";"FURTO A ESTABELECIMENTO COMERCIAL";"CAXIAS";2023-03-15 00:00:00;"mar";2023
"25620381-2023";"ROUBO A TRANSEUNTE";"BARRA";2023-03-15 00:00:00;"mar";2023
"99186801-2023";"POSSE E USO";"IPANEMA";2023-03-16 00:00:00;"mar";2023
"57959231-2023";"MANDADO DE PRISÃO";"NITERÓI";2023-03-16 00:00:00;"mar";2023
"58508731-2023";"DESOBEDIÊNCIA";"MÉIER";2023-03-16 00:00:00;"mar";2023
"74242071-2023";"RECEPTAÇÃO";"MÉIER";2023-03-16 00:00:00;"mar";2023
"92631882-2023";"FURTO A ESTABELECIMENTO COMERCIAL";"COPACABANA";2023-03-16 00:00:00;"mar";2023
"66490931-2023";"APREENSÃO DE MATERIAL";"CENTRO";2023-03-16 00:00:00;"mar";2023
"36259281-2023";"MANDADO DE PRISÃO";"AUSTIN";2023-03-16 00:00:00;"mar";2023
"46289622-2023";"MANDADO DE PRISÃO";"AUSTIN";2023-03-16 00:00:00;"mar";2023
"59655641-2023";"MANDADO DE PRISÃO";"SÃO GONÇALO";2023-03-16 00:00:00;"mar";2023
"00999391-2023";"AGRESSÃO";"MIGUEL COUTO";2023-03-16 00:00:00;"mar";2023
"19755032-2023";"ADULTERAÇÃO DO SINAL IDENTIFICADOR DE VEÍCULO";"BARRA";2023-03-16 00:00:00;"mar";2023
"20350201-2023";"FATO ATÍPICO";"BARRA";2023-03-16 00:00:00;"mar";2023
"88447841-2023";"LESÃO CORPORAL DOLOSA";"RECREIO";2023-03-16 00:00:00;"mar";2023
"85822251-2023";"FURTO";"VOLTA REDONDA";2023-03-16 00:00:00;"mar";2023
"45143881-2023";"POSSE E USO";"CAMPOS";2023-03-16 00:00:00;"mar";2023
"33042471-2023";"APREENSÃO DE DROGAS";"BARRA";2023-03-16 00:00:00;"mar";2023
"84732501-2023";"POSSE E USO";"RECREIO";2023-03-16 00:00:00;"mar";2023
"24774331-2023";"FATO ATÍPICO";"BARRA";2023-03-16 00:00:00;"mar";2023
"36614161-2023";"ARMA BRANCA";"CAMPOS";2023-03-16 00:00:00;"mar";2023
"50874501-2023";"POSSE E USO";"CAMPOS";2023-03-16 00:00:00;"mar";2023
"48548811-2023";"POSSE E USO";"MACAÉ";2023-03-16 00:00:00;"mar";2023
"17984811-2023";"ROUBO A ESTABELECIMENTO COMERCIAL";"LARANJEIRAS";2023-03-16 00:00:00;"mar";2023
"35793621-2023";"RECUPERAÇÃO DE VEÍCULO";"IPANEMA";2023-03-17 00:00:00;"mar";2023
"00847751-2023";"MANDADO DE PRISÃO";"TERESÓPOLIS";2023-03-17 00:00:00;"mar";2023
"00847751-2023";"FURTO A ESTABELECIMENTO COMERCIAL";"TERESÓPOLIS";2023-03-17 00:00:00;"mar";2023
"04560751-2023";"POSSE E USO";"NITERÓI";2023-03-17 00:00:00;"mar";2023
"04884731-2023";"ROUBO";"NITERÓI";2023-03-17 00:00:00;"mar";2023
"77685791-2023";"FURTO DE MOTOCICLETA TENTADO";"NITERÓI";2023-03-17 00:00:00;"mar";2023
"81032471-2023";"RECEPTAÇÃO";"MÉIER";2023-03-17 00:00:00;"mar";2023
"41761891-2023";"MANDADO DE PRISÃO";"LEBLON";2023-03-17 00:00:00;"mar";2023
"61551761-2023";"APREENSÃO DE MATERIAL";"ITABORAÍ";2023-03-17 00:00:00;"mar";2023
"57803501-2023";"APREENSÃO DE CELULAR";"COPACABANA";2023-03-17 00:00:00;"mar";2023
"42056411-2023";"MANDADO DE PRISÃO";"CENTRO";2023-03-17 00:00:00;"mar";2023
"53606351-2023";"ADULTERAÇÃO DO SINAL IDENTIFICADOR DE VEÍCULO";"AUSTIN";2023-03-17 00:00:00;"mar";2023
"31765191-2023";"FURTO";"AUSTIN";2023-03-17 00:00:00;"mar";2023
"38154051-2023";"MANDADO DE PRISÃO";"AUSTIN";2023-03-17 00:00:00;"mar";2023
"83184171-2023";"MANDADO DE PRISÃO";"ITAGUAÍ";2023-03-17 00:00:00;"mar";2023
"08743461-2023";"ROUBO A ESTABELECIMENTO COMERCIAL";"CAMPOS";2023-03-17 00:00:00;"mar";2023
"81007021-2023";"POSSE E USO";"CAMPOS";2023-03-17 00:00:00;"mar";2023
"51995501-2023";"RECEPTAÇÃO";"CAMPOS";2023-03-17 00:00:00;"mar";2023
"65758321-2023";"POSSE E USO";"CAMPOS";2023-03-17 00:00:00;"mar";2023
"41881991-2023";"RECUPERAÇÃO DE VEÍCULO";"VOLTA REDONDA";2023-03-17 00:00:00;"mar";2023
"79447311-2023";"ROUBO A TRANSEUNTE";"RECREIO";2023-03-17 00:00:00;"mar";2023
