"controle";"tipo_ocorrencia";"base";"data_fato";"mês";"ano"
"04336171-2021";"FURTO";"LAPA";2021-07-01 00:00:00;"jul";2021
"65870511-2021";"FURTO DE APARELHO DE CELULAR";"BARRA";2021-07-01 00:00:00;"jul";2021
"08250441-2021";"ROUBO A TRANSEUNTE";"IPANEMA";2021-07-01 00:00:00;"jul";2021
"39753821-2021";"APREENSÃO DE MATERIAL";"SÃO GONÇALO";2021-07-01 00:00:00;"jul";2021
"48343271-2021";"TRÁFICO DE DROGAS";"IPANEMA";2021-07-01 00:00:00;"jul";2021
"15026491-2021";"ROUBO A TRANSEUNTE";"SÃO GONÇALO";2021-07-01 00:00:00;"jul";2021
"22496691-2021";"APREENSÃO DE DROGAS";"RECREIO";2021-07-01 00:00:00;"jul";2021
"61789901-2021";"POSSE E USO";"JAPERI";2021-07-01 00:00:00;"jul";2021
"39088731-2021";"LESÃO CORPORAL DOLOSA";"IPANEMA";2021-07-01 00:00:00;"jul";2021
"06018871-2021";"FURTO";"NOVA IGUAÇU";2021-07-01 00:00:00;"jul";2021
"87076681-2021";"ROUBO A TRANSEUNTE";"BARRA";2021-07-01 00:00:00;"jul";2021
"32992761-2021";"FURTO A ESTABELECIMENTO COMERCIAL";"BANGU";2021-07-01 00:00:00;"jul";2021
"43485361-2021";"FURTO A ESTABELECIMENTO COMERCIAL";"LARANJEIRAS";2021-07-01 00:00:00;"jul";2021
"03242281-2021";"APREENSÃO DE VEÍCULO";"NOVA IGUAÇU";2021-07-01 00:00:00;"jul";2021
"91011361-2021";"POSSE E USO";"COPACABANA";2021-07-01 00:00:00;"jul";2021
"98490161-2021";"FURTO A TRANSEUNTE";"COPACABANA";2021-07-01 00:00:00;"jul";2021
"17234591-2021";"MANDADO DE PRISÃO";"SÃO GONÇALO";2021-07-01 00:00:00;"jul";2021
"30634731-2021";"FURTO";"BOTAFOGO";2021-07-01 00:00:00;"jul";2021
"31276361-2021";"MANDADO DE PRISÃO";"BANGU";2021-07-01 00:00:00;"jul";2021
"47403121-2021";"MANDADO DE PRISÃO";"SÃO GONÇALO";2021-07-01 00:00:00;"jul";2021
"15185391-2021";"POSSE E USO";"JAPERI";2021-07-01 00:00:00;"jul";2021
"67218961-2021";"FURTO";"NITERÓI";2021-07-02 00:00:00;"jul";2021
"99731661-2021";"RECEPTAÇÃO";"NITERÓI";2021-07-02 00:00:00;"jul";2021
"06821021-2021";"ROUBO A TRANSEUNTE";"SÃO GONÇALO";2021-07-02 00:00:00;"jul";2021
"25789651-2021";"POSSE E USO";"SÃO GONÇALO";2021-07-02 00:00:00;"jul";2021
"71126421-2021";"APREENSÃO DE DROGAS";"MIGUEL PEREIRA";2021-07-02 00:00:00;"jul";2021
"31027581-2021";"FURTO";"NITERÓI";2021-07-02 00:00:00;"jul";2021
"27041771-2021";"APREENSÃO DE CELULAR";"MÉIER";2021-07-02 00:00:00;"jul";2021
"96164391-2021";"FATO ATÍPICO";"JAPERI";2021-07-02 00:00:00;"jul";2021
"83889891-2021";"POSSE E USO";"RECREIO";2021-07-02 00:00:00;"jul";2021
"16671681-2021";"APREENSÃO DE MATERIAL";"BARRA";2021-07-02 00:00:00;"jul";2021
"39526441-2021";"MANDADO DE PRISÃO";"CENTRO";2021-07-02 00:00:00;"jul";2021
"18202741-2021";"DESACATO";"SÃO GONÇALO";2021-07-02 00:00:00;"jul";2021
"48070911-2021";"DIREÇÃO PERIGOSA";"MIGUEL PEREIRA";2021-07-02 00:00:00;"jul";2021
"54112791-2021";"PORTE DE ARMA BRANCA";"CENTRO";2021-07-02 00:00:00;"jul";2021
"62257941-2021";"TRÁFICO DE DROGAS";"NITERÓI";2021-07-02 00:00:00;"jul";2021
"55235801-2021";"RECEPTAÇÃO";"CAXIAS";2021-07-02 00:00:00;"jul";2021
"32707901-2021";"ROUBO A TRANSEUNTE";"IPANEMA";2021-07-02 00:00:00;"jul";2021
"80288561-2021";"POSSE E USO";"RECREIO";2021-07-02 00:00:00;"jul";2021
"08314171-2021";"POSSE E USO";"RECREIO";2021-07-02 00:00:00;"jul";2021
"80959741-2021";"EXERCÍCIO ILEGAL DA PROFISSÃO";"RECREIO";2021-07-02 00:00:00;"jul";2021
"53469601-2021";"MANDADO DE PRISÃO";"MAGÉ E PIABETÁ";2021-07-02 00:00:00;"jul";2021
"58251651-2021";"MANDADO DE PRISÃO";"CENTRO";2021-07-02 00:00:00;"jul";2021
"78836411-2021";"FURTO";"MÉIER";2021-07-02 00:00:00;"jul";2021
"31715921-2021";"RECUPERAÇÃO DE VEÍCULO";"MAGÉ E PIABETÁ";2021-07-02 00:00:00;"jul";2021
"41302081-2021";"MANDADO DE PRISÃO";"MAGÉ E PIABETÁ";2021-07-02 00:00:00;"jul";2021
"18202741-2021";"DESOBEDIÊNCIA";"SÃO GONÇALO";2021-07-02 00:00:00;"jul";2021
"36680331-2021";"APREENSÃO DE MATERIAL";"NITERÓI";2021-07-02 00:00:00;"jul";2021
"12964541-2021";"CAPTURA DE EVADIDO";"NITERÓI";2021-07-02 00:00:00;"jul";2021
"99165581-2021";"ADULTERAÇÃO DO SINAL IDENTIFICADOR DE VEÍCULO";"JAPERI";2021-07-02 00:00:00;"jul";2021
"38793611-2021";"ROUBO A TRANSEUNTE";"COPACABANA";2021-07-03 00:00:00;"jul";2021
"40554141-2021";"MANDADO DE PRISÃO";"AUSTIN";2021-07-03 00:00:00;"jul";2021
"41652571-2021";"POSSE E USO";"NOVA IGUAÇU";2021-07-03 00:00:00;"jul";2021
"31969171-2021";"FURTO";"NOVA IGUAÇU";2021-07-03 00:00:00;"jul";2021
"10464991-2021";"APREENSÃO DE MATERIAL";"BARRA";2021-07-03 00:00:00;"jul";2021
"73530141-2021";"DIRIGIR SEM CNH";"JAPERI";2021-07-03 00:00:00;"jul";2021
"54140981-2021";"APREENSÃO DE MATERIAL";"SÃO GONÇALO";2021-07-03 00:00:00;"jul";2021
"44409101-2021";"FATO ATÍPICO";"SÃO GONÇALO";2021-07-03 00:00:00;"jul";2021
"82080771-2021";"ROUBO DE VEÍCULO";"SÃO GONÇALO";2021-07-03 00:00:00;"jul";2021
"55471421-2021";"FURTO";"NOVA IGUAÇU";2021-07-03 00:00:00;"jul";2021
"17033041-2021";"APREENSÃO DE MATERIAL";"SÃO GONÇALO";2021-07-03 00:00:00;"jul";2021
"61145631-2021";"POSSE E USO";"RECREIO";2021-07-03 00:00:00;"jul";2021
"13541931-2021";"POSSE E USO";"GRAJAÚ E VILA ISABEL";2021-07-03 00:00:00;"jul";2021
"21519751-2021";"POSSE E USO";"JAPERI";2021-07-03 00:00:00;"jul";2021
"35545291-2021";"APREENSÃO DE VEÍCULO";"ITAGUAÍ";2021-07-03 00:00:00;"jul";2021
"41673881-2021";"POSSE E USO";"IPANEMA";2021-07-03 00:00:00;"jul";2021
"80121091-2021";"POSSE E USO";"AUSTIN";2021-07-03 00:00:00;"jul";2021
"09888631-2021";"MANDADO DE PRISÃO";"NITERÓI";2021-07-03 00:00:00;"jul";2021
"58291351-2021";"MANDADO DE PRISÃO";"NITERÓI";2021-07-03 00:00:00;"jul";2021
"03454281-2021";"POSSE E USO";"IPANEMA";2021-07-03 00:00:00;"jul";2021
"34523971-2021";"POSSE E USO";"RECREIO";2021-07-03 00:00:00;"jul";2021
"26969961-2021";"POSSE E USO";"RECREIO";2021-07-03 00:00:00;"jul";2021
"31197331-2021";"POSSE E USO";"RECREIO";2021-07-03 00:00:00;"jul";2021
"85206891-2021";"MANDADO DE PRISÃO";"NITERÓI";2021-07-03 00:00:00;"jul";2021
"68750611-2021";"CAPTURA DE EVADIDO";"CENTRO";2021-07-03 00:00:00;"jul";2021
"15367831-2021";"AMEAÇA";"MAGÉ E PIABETÁ";2021-07-04 00:00:00;"jul";2021
"13187611-2021";"MANDADO DE PRISÃO";"ITAGUAÍ";2021-07-04 00:00:00;"jul";2021
"31026911-2021";"MANDADO DE PRISÃO";"LAGOA";2021-07-04 00:00:00;"jul";2021
"72205221-2021";"APREENSÃO DE MATERIAL";"LARANJEIRAS";2021-07-04 00:00:00;"jul";2021
"07499721-2021";"APREENSÃO DE MATERIAL";"BOTAFOGO";2021-07-04 00:00:00;"jul";2021
"95963741-2021";"POSSE E USO";"AUSTIN";2021-07-04 00:00:00;"jul";2021
"37327261-2021";"FURTO";"TIJUCA";2021-07-04 00:00:00;"jul";2021
"01148641-2021";"POSSE E USO";"MIGUEL PEREIRA";2021-07-04 00:00:00;"jul";2021
"83788241-2021";"RECEPTAÇÃO";"NITERÓI";2021-07-04 00:00:00;"jul";2021
"06787031-2021";"RECUPERAÇÃO DE VEÍCULO";"JAPERI";2021-07-04 00:00:00;"jul";2021
"92083621-2021";"AVERIGUAÇÃO EM SEDE POLICIAL";"JAPERI";2021-07-04 00:00:00;"jul";2021
"96743401-2021";"POSSE E USO";"CENTRO";2021-07-04 00:00:00;"jul";2021
"29594851-2021";"ROUBO A TRANSEUNTE";"COPACABANA";2021-07-04 00:00:00;"jul";2021
"69151021-2021";"MANDADO DE PRISÃO";"NOVA IGUAÇU";2021-07-04 00:00:00;"jul";2021
"57081691-2021";"INJÚRIA";"LEBLON";2021-07-04 00:00:00;"jul";2021
"72500411-2021";"TRÁFICO DE DROGAS";"COPACABANA";2021-07-04 00:00:00;"jul";2021
"52177021-2021";"INJÚRIA";"CENTRO";2021-07-04 00:00:00;"jul";2021
"93851211-2021";"RECEPTAÇÃO";"CENTRO";2021-07-04 00:00:00;"jul";2021
"67930871-2021";"RECEPTAÇÃO";"CENTRO";2021-07-04 00:00:00;"jul";2021
"34487021-2021";"APREENSÃO DE MATERIAL";"GRAJAÚ E VILA ISABEL";2021-07-04 00:00:00;"jul";2021
"97712841-2021";"LESÃO CORPORAL DOLOSA";"CENTRO";2021-07-04 00:00:00;"jul";2021
"34729931-2021";"APREENSÃO DE MATERIAL";"BARRA";2021-07-04 00:00:00;"jul";2021
"80795371-2021";"DESACATO";"LAPA";2021-07-04 00:00:00;"jul";2021
"37302281-2021";"APREENSÃO DE CELULAR";"SÃO GONÇALO";2021-07-04 00:00:00;"jul";2021
"01267481-2021";"APREENSÃO DE CELULAR";"SÃO GONÇALO";2021-07-04 00:00:00;"jul";2021
"21877791-2021";"APREENSÃO DE CELULAR";"SÃO GONÇALO";2021-07-04 00:00:00;"jul";2021
"60577071-2021";"APREENSÃO DE CELULAR";"SÃO GONÇALO";2021-07-04 00:00:00;"jul";2021
"95790131-2021";"VIAS DE FATO";"NITERÓI";2021-07-04 00:00:00;"jul";2021
"37446511-2020";"RECUPERAÇÃO DE VEÍCULO";"JAPERI";2021-07-04 00:00:00;"jul";2020
"37815231-2022";"RECEPTAÇÃO";"CENTRO";2021-07-04 00:00:00;"jul";2022
"36138101-2021";"RECUPERAÇÃO DE VEÍCULO";"MAGÉ E PIABETÁ";2021-07-05 00:00:00;"jul";2021
"19692461-2021";"APREENSÃO DE CELULAR";"MÉIER";2021-07-05 00:00:00;"jul";2021
NA;"RECUPERAÇÃO DE VEÍCULO";"MIGUEL PEREIRA";2021-07-05 00:00:00;"jul";NA
"42679121-2021";"POSSE E USO";"LARANJEIRAS";2021-07-05 00:00:00;"jul";2021
"48994861-2021";"TRÁFICO DE DROGAS";"JAPERI";2021-07-05 00:00:00;"jul";2021
"52756671-2021";"FURTO A ESTABELECIMENTO COMERCIAL";"COPACABANA";2021-07-05 00:00:00;"jul";2021
"61288111-2021";"MANDADO DE PRISÃO";"COPACABANA";2021-07-05 00:00:00;"jul";2021
"63130361-2021";"ADULTERAÇÃO DO SINAL IDENTIFICADOR DE VEÍCULO";"MÉIER";2021-07-05 00:00:00;"jul";2021
"87453391-2021";"DESACATO";"NOVA IGUAÇU";2021-07-05 00:00:00;"jul";2021
"83388031-2021";"FURTO A TRANSEUNTE";"COPACABANA";2021-07-05 00:00:00;"jul";2021
"14163181-2021";"FURTO";"NOVA IGUAÇU";2021-07-05 00:00:00;"jul";2021
"10982341-2021";"APREENSÃO DE CELULAR";"MÉIER";2021-07-05 00:00:00;"jul";2021
"25186511-2021";"FURTO";"NOVA IGUAÇU";2021-07-05 00:00:00;"jul";2021
"77865631-2021";"POSSE E USO";"RECREIO";2021-07-05 00:00:00;"jul";2021
"82899451-2021";"MANDADO DE PRISÃO";"BANGU";2021-07-05 00:00:00;"jul";2021
"53524731-2021";"MANDADO DE PRISÃO";"RECREIO";2021-07-05 00:00:00;"jul";2021
"62788571-2021";"APREENSÃO DE DROGAS";"SÃO GONÇALO";2021-07-05 00:00:00;"jul";2021
"85468471-2021";"CAPTURA DE EVADIDO";"NITERÓI";2021-07-05 00:00:00;"jul";2021
"93631511-2021";"TENTATIVA DE HOMICÍDIO";"LEBLON";2021-07-05 00:00:00;"jul";2021
"78845411-2021";"FURTO A ESTABELECIMENTO COMERCIAL";"JACAREPAGUÁ";2021-07-05 00:00:00;"jul";2021
"69261251-2021";"MANDADO DE PRISÃO";"SÃO GONÇALO";2021-07-06 00:00:00;"jul";2021
"19848061-2021";"POSSE E USO";"RECREIO";2021-07-06 00:00:00;"jul";2021
"94768421-2021";"FURTO DE BICICLETA";"TIJUCA";2021-07-06 00:00:00;"jul";2021
"51106891-2021";"APREENSÃO DE VEÍCULO";"AUSTIN";2021-07-06 00:00:00;"jul";2021
"66536811-2021";"ROUBO A TRANSEUNTE";"CENTRO";2021-07-06 00:00:00;"jul";2021
"42208411-2021";"FURTO A ESTABELECIMENTO COMERCIAL";"TIJUCA";2021-07-06 00:00:00;"jul";2021
"08630421-2021";"LESÃO CORPORAL DOLOSA";"NOVA IGUAÇU";2021-07-06 00:00:00;"jul";2021
"06314861-2021";"AMEAÇA";"CENTRO";2021-07-06 00:00:00;"jul";2021
"00090951-2021";"APREENSÃO DE CELULAR";"MÉIER";2021-07-06 00:00:00;"jul";2021
"44423941-2021";"CAPTURA DE EVADIDO";"RECREIO";2021-07-06 00:00:00;"jul";2021
"44508771-2021";"APREENSÃO DE MATERIAL";"NITERÓI";2021-07-06 00:00:00;"jul";2021
"60391351-2021";"FURTO";"CENTRO";2021-07-06 00:00:00;"jul";2021
"84308741-2021";"MANDADO DE PRISÃO";"NOVA IGUAÇU";2021-07-06 00:00:00;"jul";2021
"77947541-2021";"POSSE E USO";"RECREIO";2021-07-06 00:00:00;"jul";2021
"19623881-2021";"MANDADO DE PRISÃO";"CENTRO";2021-07-06 00:00:00;"jul";2021
"51241571-2021";"POSSE E USO";"RECREIO";2021-07-06 00:00:00;"jul";2021
"91463381-2021";"MANDADO DE PRISÃO";"RECREIO";2021-07-06 00:00:00;"jul";2021
"38805951-2021";"ROUBO A TRANSEUNTE";"ITAGUAÍ";2021-07-06 00:00:00;"jul";2021
"52904811-2021";"APREENSÃO DE CELULAR";"SÃO GONÇALO";2021-07-06 00:00:00;"jul";2021
"69261251-2021";"CAPTURA DE EVADIDO";"SÃO GONÇALO";2021-07-06 00:00:00;"jul";2021
"95665211-2021";"LESÃO CORPORAL";"GRAJAÚ E VILA ISABEL";2021-07-06 00:00:00;"jul";2021
"38011441-2021";"FURTO";"BANGU";2021-07-07 00:00:00;"jul";2021
"94521921-2021";"TRÁFICO DE DROGAS";"BARRA";2021-07-07 00:00:00;"jul";2021
"67815601-2021";"ROUBO A TRANSEUNTE";"BARRA";2021-07-07 00:00:00;"jul";2021
"81094201-2021";"MANDADO DE PRISÃO";"MAGÉ E PIABETÁ";2021-07-07 00:00:00;"jul";2021
"90472071-2021";"FURTO A ESTABELECIMENTO COMERCIAL";"BARRA";2021-07-07 00:00:00;"jul";2021
"45678841-2021";"APREENSÃO DE CELULAR";"LAGOA";2021-07-07 00:00:00;"jul";2021
"54485731-2021";"POSSE E USO";"RECREIO";2021-07-07 00:00:00;"jul";2021
"80347621-2021";"AMEAÇA";"LARANJEIRAS";2021-07-07 00:00:00;"jul";2021
"61558771-2021";"APREENSÃO DE DROGAS";"GRAJAÚ E VILA ISABEL";2021-07-07 00:00:00;"jul";2021
"47461831-2021";"RESISTÊNCIA";"CENTRO";2021-07-07 00:00:00;"jul";2021
"55675971-2021";"FATO ATÍPICO";"JAPERI";2021-07-07 00:00:00;"jul";2021
"38819181-2021";"FURTO DE APARELHO DE CELULAR";"CENTRO";2021-07-07 00:00:00;"jul";2021
"69698971-2021";"FURTO DE BICICLETA";"TIJUCA";2021-07-07 00:00:00;"jul";2021
"16801011-2021";"FURTO A ESTABELECIMENTO COMERCIAL";"CAXIAS";2021-07-07 00:00:00;"jul";2021
"06616661-2021";"ESTELIONATO";"LARANJEIRAS";2021-07-07 00:00:00;"jul";2021
"74343111-2021";"APREENSÃO DE DROGAS";"GRAJAÚ E VILA ISABEL";2021-07-07 00:00:00;"jul";2021
"77289401-2021";"POSSE E USO";"AUSTIN";2021-07-07 00:00:00;"jul";2021
"31718181-2021";"POSSE E USO";"NITERÓI";2021-07-07 00:00:00;"jul";2021
"89063151-2021";"TRÁFICO DE DROGAS";"JAPERI";2021-07-07 00:00:00;"jul";2021
"77277151-2021";"FATO ATÍPICO";"NITERÓI";2021-07-08 00:00:00;"jul";2021
"26774941-2021";"FURTO DE APARELHO DE CELULAR";"BARRA";2021-07-08 00:00:00;"jul";2021
"37421231-2021";"ENCONTRO DE CADÁVER";"LAPA";2021-07-08 00:00:00;"jul";2021
"34858091-2021";"FURTO";"BANGU";2021-07-08 00:00:00;"jul";2021
"63841981-2021";"FURTO A TRANSEUNTE";"BARRA";2021-07-08 00:00:00;"jul";2021
"95038511-2021";"POSSE E USO";"LARANJEIRAS";2021-07-08 00:00:00;"jul";2021
"42891991-2021";"APREENSÃO DE VEÍCULO";"PARACAMBI";2021-07-08 00:00:00;"jul";2021
"82435301-2021";"FURTO A ESTABELECIMENTO COMERCIAL";"LEBLON";2021-07-08 00:00:00;"jul";2021
"69095931-2021";"FURTO A ESTABELECIMENTO COMERCIAL";"CENTRO";2021-07-08 00:00:00;"jul";2021
"68945421-2021";"DESACATO";"CENTRO";2021-07-08 00:00:00;"jul";2021
"95184421-2021";"DESACATO";"CENTRO";2021-07-08 00:00:00;"jul";2021
"02563201-2021";"DIREÇÃO PERIGOSA";"MIGUEL PEREIRA";2021-07-08 00:00:00;"jul";2021
"93571761-2021";"MANDADO DE PRISÃO";"BANGU";2021-07-08 00:00:00;"jul";2021
"07034821-2021";"APREENSÃO DE CELULAR";"MÉIER";2021-07-08 00:00:00;"jul";2021
"61926021-2021";"POSSE E USO";"IPANEMA";2021-07-08 00:00:00;"jul";2021
"23882381-2021";"FURTO A ESTABELECIMENTO COMERCIAL";"COPACABANA";2021-07-08 00:00:00;"jul";2021
"95521891-2021";"ESTUPRO";"ATERRO";2021-07-08 00:00:00;"jul";2021
"38753651-2021";"DESACATO";"LAPA";2021-07-08 00:00:00;"jul";2021
"92542151-2021";"RECEPTAÇÃO";"PARACAMBI";2021-07-08 00:00:00;"jul";2021
"60267821-2021";"FURTO DE APARELHO DE CELULAR";"NITERÓI";2021-07-08 00:00:00;"jul";2021
"99216901-2021";"POSSE E USO";"MIGUEL PEREIRA";2021-07-09 00:00:00;"jul";2021
"63426681-2021";"MANDADO DE PRISÃO";"LEBLON";2021-07-09 00:00:00;"jul";2021
"22890721-2021";"FURTO A ESTABELECIMENTO COMERCIAL";"BARRA";2021-07-09 00:00:00;"jul";2021
"81349691-2021";"RECEPTAÇÃO";"IPANEMA";2021-07-09 00:00:00;"jul";2021
"77132431-2021";"POSSE E USO";"CENTRO";2021-07-09 00:00:00;"jul";2021
"66761101-2021";"POSSE E USO";"RECREIO";2021-07-09 00:00:00;"jul";2021
"52217741-2021";"RECEPTAÇÃO";"MÉIER";2021-07-09 00:00:00;"jul";2021
"77692461-2021";"FURTO A ESTABELECIMENTO COMERCIAL";"TIJUCA";2021-07-09 00:00:00;"jul";2021
"43575951-2021";"CAPTURA DE EVADIDO";"CAXIAS";2021-07-09 00:00:00;"jul";2021
"49355071-2021";"LESÃO CORPORAL DOLOSA";"CENTRO";2021-07-09 00:00:00;"jul";2021
"75972211-2021";"LESÃO CORPORAL DOLOSA";"SÃO GONÇALO";2021-07-09 00:00:00;"jul";2021
"58028631-2021";"RESISTÊNCIA";"JAPERI";2021-07-09 00:00:00;"jul";2021
"81086581-2021";"MANDADO DE PRISÃO";"JAPERI";2021-07-09 00:00:00;"jul";2021
"10689991-2021";"APREENSÃO DE CELULAR";"AUSTIN";2021-07-09 00:00:00;"jul";2021
"84617871-2021";"RECUPERAÇÃO DE VEÍCULO";"SÃO GONÇALO";2021-07-09 00:00:00;"jul";2021
"02693861-2021";"FURTO";"LAPA";2021-07-10 00:00:00;"jul";2021
"47192461-2021";"FURTO A ESTABELECIMENTO COMERCIAL";"BANGU";2021-07-10 00:00:00;"jul";2021
"14331311-2021";"RECUPERAÇÃO DE VEÍCULO";"MAGÉ E PIABETÁ";2021-07-10 00:00:00;"jul";2021
"83295921-2021";"FURTO A TRANSEUNTE";"IPANEMA";2021-07-10 00:00:00;"jul";2021
"67392681-2021";"APREENSÃO DE VEÍCULO";"BANGU";2021-07-10 00:00:00;"jul";2021
"21393041-2021";"PORTE DE ARMA BRANCA";"BOTAFOGO";2021-07-10 00:00:00;"jul";2021
"89950341-2021";"ROUBO DE VEÍCULO";"BANGU";2021-07-10 00:00:00;"jul";2021
"80445971-2021";"APREENSÃO DE VEÍCULO";"AUSTIN";2021-07-10 00:00:00;"jul";2021
"81455381-2021";"POSSE E USO";"JAPERI";2021-07-10 00:00:00;"jul";2021
"63566881-2021";"LESÃO CORPORAL DOLOSA";"NOVA IGUAÇU";2021-07-10 00:00:00;"jul";2021
"92322551-2021";"APREENSÃO DE VEÍCULO";"MIGUEL PEREIRA";2021-07-10 00:00:00;"jul";2021
"31434281-2021";"POSSE E USO";"ITAGUAÍ";2021-07-10 00:00:00;"jul";2021
"41530161-2021";"POSSE E USO";"ITAGUAÍ";2021-07-10 00:00:00;"jul";2021
"66579281-2021";"SIMULACRO";"NITERÓI";2021-07-10 00:00:00;"jul";2021
"47127051-2021";"MANDADO DE PRISÃO";"COPACABANA";2021-07-10 00:00:00;"jul";2021
"06229331-2021";"DIREÇÃO PERIGOSA";"NITERÓI";2021-07-10 00:00:00;"jul";2021
"79988491-2021";"TRÁFICO DE DROGAS";"AUSTIN";2021-07-10 00:00:00;"jul";2021
"53806701-2021";"MANDADO DE PRISÃO";"NITERÓI";2021-07-10 00:00:00;"jul";2021
"32752231-2021";"POSSE E USO";"BARRA";2021-07-10 00:00:00;"jul";2021
"08899701-2021";"MANDADO DE PRISÃO";"SÃO GONÇALO";2021-07-10 00:00:00;"jul";2021
"92875331-2021";"APREENSÃO DE CELULAR";"MÉIER";2021-07-10 00:00:00;"jul";2021
"46210511-2021";"POSSE E USO";"JAPERI";2021-07-10 00:00:00;"jul";2021
"72671961-2021";"RECEPTAÇÃO";"CENTRO";2021-07-10 00:00:00;"jul";2021
"59840541-2021";"POSSE E USO";"PARACAMBI";2021-07-10 00:00:00;"jul";2021
"58350011-2021";"DOCUMENTO FALSO";"NOVA IGUAÇU";2021-07-10 00:00:00;"jul";2021
"70989981-2021";"MANDADO DE PRISÃO";"BOTAFOGO";2021-07-10 00:00:00;"jul";2021
"31905401-2021";"INJÚRIA";"BARRA";2021-07-10 00:00:00;"jul";2021
"75149191-2021";"ROUBO A TRANSEUNTE";"SÃO GONÇALO";2021-07-10 00:00:00;"jul";2021
"68821761-2021";"APREENSÃO DE VEÍCULO";"SÃO GONÇALO";2021-07-10 00:00:00;"jul";2021
"57838881-2021";"VIAS DE FATO";"COPACABANA";2021-07-10 00:00:00;"jul";2021
"98988112-2021";"RESISTÊNCIA";"CENTRO";2021-07-10 00:00:00;"jul";2021
"36167571-2021";"FURTO A TRANSEUNTE";"COPACABANA";2021-07-11 00:00:00;"jul";2021
"58768771-2021";"APREENSÃO DE CELULAR";"COPACABANA";2021-07-11 00:00:00;"jul";2021
"90832831-2021";"PORTE DE ARMA BRANCA";"BOTAFOGO";2021-07-11 00:00:00;"jul";2021
"01368121-2021";"APREENSÃO DE MATERIAL";"LEBLON";2021-07-11 00:00:00;"jul";2021
"70675511-2021";"POSSE E USO";"RECREIO";2021-07-11 00:00:00;"jul";2021
"93680531-2021";"APREENSÃO DE DROGAS";"BARRA";2021-07-11 00:00:00;"jul";2021
"34655611-2021";"POSSE E USO";"MIGUEL PEREIRA";2021-07-11 00:00:00;"jul";2021
"83857721-2021";"APREENSÃO DE VEÍCULO";"CAXIAS";2021-07-11 00:00:00;"jul";2021
"59374591-2021";"POSSE E USO";"RECREIO";2021-07-11 00:00:00;"jul";2021
"87682961-2021";"POSSE E USO";"RECREIO";2021-07-11 00:00:00;"jul";2021
"68688181-2021";"MANDADO DE PRISÃO";"NOVA IGUAÇU";2021-07-11 00:00:00;"jul";2021
"24977191-2021";"FATO ATÍPICO";"COPACABANA";2021-07-11 00:00:00;"jul";2021
"84775961-2021";"RECEPTAÇÃO";"CAXIAS";2021-07-11 00:00:00;"jul";2021
"71920301-2021";"POSSE E USO";"RECREIO";2021-07-11 00:00:00;"jul";2021
"26662192-2021";"POSSE E USO";"RECREIO";2021-07-11 00:00:00;"jul";2021
"81425781-2021";"APREENSÃO DE CELULAR";"MÉIER";2021-07-11 00:00:00;"jul";2021
"50508301-2021";"APREENSÃO DE MATERIAL";"LARANJEIRAS";2021-07-11 00:00:00;"jul";2021
"04190901-2021";"POSSE E USO";"RECREIO";2021-07-11 00:00:00;"jul";2021
"53744181-2021";"FURTO";"LAPA";2021-07-11 00:00:00;"jul";2021
"11434961-2021";"FURTO";"SÃO GONÇALO";2021-07-11 00:00:00;"jul";2021
"47874971-2021";"ARMA DE FOGO";"NITERÓI";2021-07-11 00:00:00;"jul";2021
"49581061-2021";"PORTE DE ARMA BRANCA";"NITERÓI";2021-07-11 00:00:00;"jul";2021
"09114262-2021";"ATO OBSCENO";"COPACABANA";2021-07-11 00:00:00;"jul";2021
"66627211-2021";"DIREÇÃO PERIGOSA";"NITERÓI";2021-07-12 00:00:00;"jul";2021
"74163481-2021";"FURTO A ESTABELECIMENTO COMERCIAL";"COPACABANA";2021-07-12 00:00:00;"jul";2021
"35320631-2021";"APREENSÃO DE VEÍCULO";"AUSTIN";2021-07-12 00:00:00;"jul";2021
"69809421-2021";"MANDADO DE PRISÃO";"CENTRO";2021-07-12 00:00:00;"jul";2021
"90015991-2021";"ADULTERAÇÃO DO SINAL IDENTIFICADOR DE VEÍCULO";"RECREIO";2021-07-12 00:00:00;"jul";2021
"60518061-2021";"APREENSÃO DE DROGAS";"JAPERI";2021-07-12 00:00:00;"jul";2021
"31675301-2021";"POSSE E USO";"RECREIO";2021-07-12 00:00:00;"jul";2021
"85116961-2021";"RECEPTAÇÃO";"SÃO GONÇALO";2021-07-12 00:00:00;"jul";2021
"49095801-2021";"POSSE E USO";"JAPERI";2021-07-12 00:00:00;"jul";2021
"68537801-2021";"POSSE E USO";"SÃO GONÇALO";2021-07-12 00:00:00;"jul";2021
"69068961-2021";"ESTELIONATO";"NITERÓI";2021-07-12 00:00:00;"jul";2021
"12174231-2021";"APREENSÃO DE VEÍCULO";"NITERÓI";2021-07-12 00:00:00;"jul";2021
"27015871-2021";"CAPTURA DE EVADIDO";"MAGÉ E PIABETÁ";2021-07-12 00:00:00;"jul";2021
"47140341-2021";"POSSE E USO";"GRAJAÚ E VILA ISABEL";2021-07-12 00:00:00;"jul";2021
"76717581-2021";"FURTO A ESTABELECIMENTO COMERCIAL";"COPACABANA";2021-07-12 00:00:00;"jul";2021
"27112671-2021";"ROUBO";"CENTRO";2021-07-12 00:00:00;"jul";2021
"93306951-2021";"FURTO DE APARELHO DE CELULAR";"BARRA";2021-07-13 00:00:00;"jul";2021
